ADVANCE_ALCHEMY					"Alchemy"
UNIT_WARRIOR_ELITE_SUMMARY			"Summary of Warrior Elite."
UNIT_WARRIOR_ORCS_SUMMARY			"Summary of Warrior Orcs."
UNIT_WARSHIP_SUMMARY				"Summary of Warship."
UNIT_WAR_ELEPHANT_SUMMARY			"Summary of War Elephant."
UNIT_WAR_MAMMOTH_SUMMARY			"Summary of War Mammoth."
UNIT_WAR_TROLL_SUMMARY				"Summary of War Troll."
UNIT_WATCHER_SUMMARY				"Summary of Watcher."
UNIT_WATERAIR_ELEMENTALS_SUMMARY		"Summary of Water/Air Elementals."
UNIT_WELLINGTON_SUMMARY				"Summary of Wellington."
UNIT_WILLIAM_PITT_SUMMARY			"Summary of William Pitt."
UNIT_WILLIAM_THE_CONQUEROR_SUMMARY		"Summary of William The Conqueror."
UNIT_WITCHES_SUMMARY				"Summary of Witches."
UNIT_WOLF_SUMMARY				"Summary of Wolf."
UNIT_WRAITH_SUMMARY				"Summary of Wraith."
UNIT_WU_TI_SUMMARY				"Summary of Wu Ti."
UNIT_WYVERN_SUMMARY				"Summary of Wyvern."
UNIT_ZOMBIE_SUMMARY				"Summary of Zombie."
UNIT_ZOMBIES_SUMMARY				"Summary of Zombies."
GOVERNMENT_ANARCHY				"Anarchy"
GOVERNMENT_COMMUNISM				"Communism"
GOVERNMENT_CORPORATE_REPUBLIC			"Corporate Republic"
GOVERNMENT_DEMOCRACY				"Democracy"
GOVERNMENT_ECOTOPIA				"Ecotopia"
GOVERNMENT_FASCISM				"Fascism"
GOVERNMENT_MONARCHY				"Monarchy"
GOVERNMENT_REPUBLIC				"Republic"
GOVERNMENT_TECHNOCRACY				"Technocracy"
GOVERNMENT_THEOCRACY				"Theocracy"
GOVERNMENT_VIRTUAL_DEMOCRACY			"Virtual Democracy"
TILEIMP_RAILROAD				"Enchanted Road"
IMPROVE_XPOWER_PLANT				"Xpower Plant"
DESCRIPTION_IMPROVE_XPOWER_PLANT		"Xpower Plant is a Super Magic city improvement."
IMPROVE_XHYDRO_PLANT				"Xhydro Plant"
DESCRIPTION_IMPROVE_XHYDRO_PLANT		"Xhydro Plant is a Super Magic city improvement."
ORDER_MOVE					"Move"
ORDER_ATTACK					"Assault"
ORDER_FORTIFY					"Fortify"
ORDER_SLEEP					"Sentinel"
ORDER_PILLAGE					"Pillage"
ORDER_INTERCEPT_TRADE				"Piracy"
ORDER_EXPEL					"Expel Unit"
ORDER_REFORM					"Reform City"
ORDER_BOMBARD					"Bombard"
ORDER_BOARD_TRANSPORT				"Load"
ORDER_UNLOAD					"Unload"
ORDER_UPGRADE					"Upgrade"
ORDER_DISBAND_ARMY				"Disband Unit"
ORDER_SETTLE					"Settle"
ORDER_SETTLE_IN_CITY				"Settle in City"
ORDER_ESTABLISH_EMBASSY				"Establish Embassy"
ORDER_THROW_PARTY				"Hold Reception"
ORDER_INVESTIGATE_CITY				"Spy"
ORDER_STEAL_TECHNOLOGY				"Steal Advance"
ORDER_INCITE_REVOLUTION				"Incite Revolution"
ORDER_CONVERT					"Convert City"
ORDER_SOOTHSAY					"Soothsay"
ORDER_INDULGENCE				"Sell Indulgence"
ORDER_FAITH_HEALING				"Faith Healing"
ORDER_SLAVE_RAID				"Capture Slaves"
ORDER_ENSLAVE_SETTLER				"Enslave"
ORDER_INCITE_UPRISING				"Aid Uprising"
ORDER_UNDERGROUND_RAILWAY			"Free Slave"
ORDER_PLAGUE					"Plague"
ORDER_ASSASSINATE				"Assassinate Ruler"
ORDER_RANGED_ATTACK				"Ranged Attack"
ORDER_PARADROP					"Paradrop"
ORDER_INVESTIGATE_READINESS			"Investigate Readiness"
ORDER_AIRLIFT					"Airlift"

